"vendor_code","name"
9232601,"Пакет подарочный ""Новогодний фонарь"", 26 х 32 х 12 см"
10331397,"Пакет подарочный ""дарёный конь"",  26 х 32 х 12 см"
9524088,"Пакет подарочный новогодний крафтовый «Добро пожаловать», 22 х 25 х 12 см, Новый год"
4764574,"Пакет подарочный крафтовый вертикальный, упаковка, «Happy birthday», MS 18 х 23 х 10 см"
1269209,"Пакет подарочный ""Сердечки"" 15 х 30 см, 2-х цветный рисунок"
1269210,"Пакет подарочный ""Мошка"" 30 х 60 см, однотонный рисунок"
9524152,"Пакет подарочный новогодний ламинированный квадратный «Яркие краски», 14 х 14 х 9 см, Новый год"
2726790,"Пакет подарочный ""Елочный бум"" люкс, 32 х 26 х 12 см"
2726802,"Пакет подарочный ""Еловые шишки"" люкс, 23 х 17.8 х 9.8 см"
1257626,"Пакет подарочный ""Лев Льюис"", 41 х 33 х 10 см, Hallmark"
1257621,"Пакет подарочный ""По имени МЯУ"", 36 х 26 х 11.5 см, Hallmark"
1257627,"Пакет подарочный ""Бурундук Плюшкин"", 41 х 33 х 10 см, Hallmark"
1257625,"Пакет подарочный ""Жираф Марти"", 41 х 33 х 10 см, Marzipan"
4764584,"Пакет подарочный крафтовый горизонтальный, упаковка, «With love», MS 23 х 18 х 10 см"
4764585,"Пакет подарочный крафтовый горизонтальный, упаковка, With love, ML 27 х 23 х 11.5 см"
9232604,"Пакет подарочный ""Ночная суматоха"", 26 х 32 х 12 см"
9232605,"Пакет подарочный ""Наблюдательная сова"", 26 х 32 х 12 см"
9232602,"Пакет подарочный ""Гном у ёлки"", 26 х 32 х 12 см"
1271541,"Пакет крафт ""Радуга"" красный, 25 х 11 х 32 см"
6582653,"Пакет подарочный ламинированный, упаковка, For you, ML 21 х 25 х 8 см"
1166051,"Пакет ламинированный вертикальный «Поздравляю!», 11 × 14 см"
1271542,"Пакет крафт, оранжевый, 25 х 11 х 32 см"
3728388,"Пакет крафт с бантом, ""Зигзаг"", люкс, персиковый, 21,5 х 16 х 7 см"
9842922,"Пакетик под сладости «Дед Мороз», 11 х 6 см, Новый год"
3728389,"Пакет подарочный с бантом, ""Зигзаг"", дымчато-белый, 35 х 27 х 12 см"
3728394,"Пакет крафт с бантом, ""Зигзаг"" люкс,, песочно-коричневый, 41 х 36 х 12 см"
3728396,"Пакет крафт с бантом, ""Зигзаг"", люкс, персиковый, 41 х 36 х 12 см"
10367329,"Пакет ""Цветущая Коллекция"",  мягкий пластик, 40 х 30 х 9 см, 140 мкм"
10336251,"Пакет ламинированный «Мрамор», ML 23 х 27 х 11.5 см"
10234064,"Пакет подарочный крафтовый, упаковка, «For you with love», 24 х 28 х 14 см"
9232608,"Пакет подарочный ""Щелкунчик"", 26 х 32 х 12 см"
9079541,"Пакет ""Брендовый"", мягкий пластик, 30 x 30 см, 100 мкм"
9232611,"Пакет подарочный ""Новогодние пингвины"", 26 х 32 х 12 см"
1258017,"Пакет крафт ""Горохи черные"", 32 х 12 х 42 см"
9232614,"Пакет подарочный ""Ёлочки"", 26 х 32 х 12 см"
6249077,"Пакет подарочный новогодний «Чтобы всё хотелось», 22 х 22 х 11 см, Новый год"
1258014,"Пакет крафт «Коты белые на зеленом», 32 х 12 х 32 см"
10084311,"Пакет подарочный ламинированный, упаковка, «Цвети от счастья», MS 18 х 23 х 8 см"
4904290,"Пакет подарочный крафт ""Зеленые листья"", крафт, 26 х 32 х 12 см"
4904299,"Пакет подарочный крафт ""Приятных открытий"", крафт, 26 х 32 х 12 см"
4913087,"Пакет крафт, белый, «Зиг-заг», 24 х 10,5 х 32 см"
5600027,"Пакет подарочный крафт ""Воздушный шар"", 24 x 23 x 10 см"
4913089,"Пакет крафт, «Полосы», 24 х 10,5 х 32см"
4913091,"Пакет крафт, «Горох», 24 х 14 х 30 см"
6987646,"Пакет крафт ""Денег нет, но вы держите"", 14 х 8 х 33 см"
6987648,"Пакет крафт ""С ДР КРЧ!"", 14 х 8 х 33 см"
9232615,"Пакет подарочный ""Снежный шар"", 26 х 32 х 12 см"
6987651,"Пакет крафт ""Бесишь меня много лет"", 14 х 8 х 33 см"
6987650,"Пакет крафт ""Гуляй, шальная императрица"", 14 х 8 х 33 см"
1166039,"Пакет ламинированный вертикальный «Звездный день рождения», 23 × 27 см"
1166046,"Пакет ламинированный вертикальный «Поздравляю с днём рождения!», ML 23 × 27 × 8 см"
1166038,"Пакет ламинированный вертикальный «Звездный день рождения», 18 × 23 см"
1166049,"Пакет ламинированный вертикальный «Для тебя!», 18 × 23 см"
1166044,"Пакет ламинированный «Поздравляю!», 32,8 × 24,8 × 22,8 см"
7348010,"Коробка-пакет с ручкой, красная, 27 х 16 х 9 см"
1166054,"Пакет ламинированный вертикальный «С Днем рождения!», 23 × 27 см"
1166052,"Пакет ламинированный вертикальный «Поздравляю!», 18 × 23 см"
7842341,Пакет крафт без печати 18 х 8 х 25 см
9160856,"Пакет подарочный ""Кошечка"" 26 х 32 х 12 см"
9160867,"Пакет подарочный ""Этот подарок придется тебе по вкусу"", 26 х 32 х 12 см"
7000565,"Пакет подарочный крафт, упаковка, «Нюд», 28 х 32 х 15 см"
9160868,"Пакет подарочный ""Зайка в букете"" 26 х 32 х 12 см"
9160869,"Пакет подарочный ""Ты супер"", 26 х 32 х 12 см"
9803243,"Пакет ""С Новым годом"", полиэтиленовый с вырубной ручкой, 30х40 см. Новый год"
9160870,"Пакет подарочный ""Чайный букет"", 26 х 32 х 12 см"
7650476,"Пакет крафт ""С 8 марта"", крученая ручка 22 х 12 х 29 см"
9160871,"Пакет подарочный ""Лучшие пожелания "" 18 х 22,3 х 10 см"
1258388,"Пакет крафт ""Лондон"", 11,5 х 6 х 14,5 см"
1258392,"Пакет крафт ""Клетка"", 11 х 14 х 6 см"
3728390,"Пакет крафт с бантом, ""Зигзаг"", люкс, песочно-коричневый, 35 х 27 х 12 см"
3728391,"Пакет крафт с бантом, ""Зигзаг"", люкс, аметистовый, 35 х 27 х 12 см"
9232625,"Пакет подарочный ""Да будет снег"", 26 х 32 х 12 см"
3728392,"Пакет крафт с бантом, ""Зигзаг"", люкс, персиковый, 35 х 27 х 12 см"
9772356,"Пакет-коробка, новогодний ""Твой подарочек""  40 x 31 x 18 см, Щенячий патруль"
3728393,"Пакет подарочный с бантом, ""Зигзаг"", дымчато-белый, 41 х 36 х 12 см"
9160888,"Пакет подарочный ""Для тебя"" 18 х 22,3 х 10 см"
9160889,"Пакет подарочный ""Искренние пожелания"" 18 х 22,3 х 10 см"
6249093,"Пакет подарочный новогодний «Ты - лучший подарок», 22 х 22 х 11 см, Новый год"
9160890,"Пакет подарочный ""Ты супер"" 18 х 22,3 х 10 см"
7980140,"Пакет подарочный, упаковка, «Пивозавр», 22 х 22 х 11 см"
3728385,"Пакет подарочный с бантом, ""Зигзаг"", дымчато-белый, 21,5 х 16 х 7 см"
9772387,"Пакет-коробка, новогодний  ""В Новый год! Только вперед"" , 40 х31 х 18 см, Тачки"
3728386,"Пакет крафт с бантом, ""Зигзаг"", люкс, песочно-коричневый, 21,5 х 16 х 7 см"
3728387,"Пакет крафт с бантом, ""Зигзаг"", люкс, аметистовый, 21,5 х 16 х 7 см"
9160878,"Пакет подарочный ""Цветочная бабочка"" 18 х 22,3 х 10 см"
9160880,"Пакет подарочный ""Если что ты тоже не подарок"" 18 х 22,3 х 10 см"
9160872,"Пакет подарочный ""Единорожки"" 18 х 22,3 х 10 см"
7724325,"Пакет подарочный новогодний ламинированный квадратный «Sweet home», 30 х 30 х 12 см, Новый год"
7360948,"Пакет подарочный ламинированный, упаковка, «Мрамор», 27 х 23 х 12 см"
9160881,"Пакет подарочный ""Нежность цвета "" 18 х 22,3 х 10 см"
9160886,"Пакет подарочный ""Прекрасной. Любимой. Счастливой"" 18 х 22,3 х 10 см"
7360946,"Пакет подарочный ламинированный, упаковка, «Present», 15 х 23 х 11,5 см"
9160887,"Пакет подарочный ""Зайка в букете"" 18 х 22,3 х 10 см"
9160873,"Пакет подарочный ""Чудо природы "" 18 х 22,3 х 10 см"
9160874,"Пакет подарочный ""Ёжик в пончиках"" 18 х 22,3 х 10 см"
9160875,"Пакет подарочный ""Всего что радует"" 18 х 22,3 х 10 см"
9232631,"Пакет подарочный ""Спокойствие"", 26 х 32 х 12 см"
9160882,"Пакет подарочный ""Надёжному"" 18 х 22,3 х 10 см"
4732052,"Пакет крафт ""Снежинка"", 25 х 11 х 32 см, крученая ручка"
9232632,"Пакет подарочный ""Рождество"", 26 х 32 х 12 см"
6582744,"Пакет подарочный ламинированный, упаковка, «Крутой мужик», L 28 х 38 х 9 см"
9802654,"Пакет-коробка, ""С Новым годом"", 37 х 33 х 20 см , Тачки"
9232629,"Пакет подарочный ""Парочка ежей"", 26 х 32 х 12 см"
9232630,"Пакет подарочный ""Смешной снеговик"", 26 х 32 х 12 см"
4320119,"Пакет вертикальный «Золотая снежинка», 23 х 27 х 10 см"
7370807,"Пакет крафт ""Газета"" 32 х 19,5 х 37 см"
9900370,"Курьерский пакет с клеевым клапаном новогодний, ""Снежинки"" 17 х 26 см. Новый год"
5133555,"Пакет подарочный «Всем плевать на твой др», 22 × 22 × 11 см"
3728407,"Пакет крафт с бантом, ""Детство"", люкс, розовый, 21,5 х 16 х 7 см"
3728408,"Пакет крафт с бантом, ""Детство"", люкс, розовый, 35 х 27 х 12 см"
6973767,"Пакет крафт ""Повестка"", 18 х 8 х 25 см"
9160879,"Пакет подарочный ""Сладкий праздник ""18 х 22,3 х 10 см"
5926941,"Пакет подарочный «Защитник», 24 х 10,5 х 32 см"
9213556,"Пакет ламинированный, салатовый, 17,5 х 11,5 х 5 см, 1 шт"
9802652,"Пакет-коробка, ""Волшебного нового года"", 40 х 31 х 18 см, Микки Маус и друзья"
5926943,"Пакет подарочный «23 февраля», 24 х 10,5 х 32 см"
5926944,"Пакет подарочный «Повестка», 24 х 10,5 х 32 см"
7650478,"Пакет крафт ""Камуфляж"", крученая ручка 22 х 12 х 29 см"
7650479,"Пакет крафт ""С 23 февраля"", крученая ручка 22 х 12 х 29 см"
6973770,"Пакет крафтовый под бутылку «Белый», 14 х 8 х 34 см"
6987647,"Пакет крафт ""Любовь"", 14 х 8 х 33 см"
1258384,"Пакет крафт ""Космея"", 12 х 5,5 х 15,5 см"
6987649,"Пакет крафт ""Несу счастье"", 14 х 8 х 33 см"
6987652,"Пакет крафт ""Ты классный"", 14 х 8 х 33 см"
3728377,"Пакет подарочный, люкс, слоновая кость, 21,5 х 16 х 7 см"
3728378,"Пакет подарочный, люкс, фуксия, 31 х 24 х 10 см"
6973768,"Пакет крафт ""Чёрный Риббит"", 18 х 8 х 25 см"
6973769,"Пакет крафт, чёрный, 25 х 11 х 31 см"
6997771,"Пакет крафтовый ""Радуга"", нежно-розовый, крученая ручка, 23 х 12 х 32 см"
6477578,"Пакет крафт, сиреневый, 27 x 22 x 12 см"
3728379,"Пакет крафт ""Радуга"", люкс, красный, 36 х 27 х 11 см"
3728380,"Пакет крафт ""Радуга"", люкс, зелёное яблоко, 36 х 27 х 11 см"
3728381,"Пакет крафт ""Радуга"", люкс, бирюзовый, 36 х 27 х 11 см"
9232634,"Пакет подарочный ""Белые ёлки"", 26 х 32 х 12 см"
3728382,"Пакет крафт ""Радуга"", люкс, пурпурный, 36 х 27 х 11 см"
3728383,"Пакет крафт ""Радуга"", люкс, жёлтый, 36 х 27 х 11 см"
9232637,"Пакет подарочный ""Гном у ёлки"", 32 х 26 х 12 см"
3728384,"Пакет подарочный, изумрудный, 36 х 27 х 11 см"
6969000,"Пакет подарочный ""МИКС 1"", 24 х 14 х 30 см"
9232635,"Пакет подарочный ""Милый пингвин"", 32 х 26 х 12 см"
6973765,"Пакет крафт ""С ДР КРЧ!"", 18 х 8 х 25 см"
6385507,"Пакет крафт с приколами ""Несу"", 22 х 12 х 27 см"
6385508,"Пакет крафт с приколами ""Несу счастье"", 22 х 12 х 27 см"
9232636,"Пакет подарочный ""Зелёный Новый год"", 32 х 26 х 12 см"
6385514,"Пакет крафт с приколами ""Голубь"", 22 х 12 х 27 см"
1258404,"Пакет крафт ""Эйфелева башня"", 15 х 6 х 20 см"
7161768,"Пакет подарочный с приколами, крафт «Держи подарок», белый, 24 х 11 х 33 см"
5926942,"Пакет подарочный с приколами «Красавчик», 24 х 10 х 30 см"
6385505,"Пакет крафт с приколами ""Ехай"", 22 х 12 х 27 см"
6385506,"Пакет крафт с приколами ""Императрица"", 22 х 12 х 27 см"
6973766,"Пакет крафт ""Выглядишь на все 100"", 18 х 8 х 25 см"
7161770,"Пакет подарочный с приколами, крафт «Счастливый пакет», белый, 24 х 11 х 32 см"
6854282,"Пакет ламинированный ""Сказочный олень"" 11,5 х 14,5 х 6 см"
1258370,"Пакет крафт ""Бабочки"", 15 х 20 х 6 см"
1258383,"Пакет крафт ""Роза"", 12 х 5,5 х 15,5 см"
6973760,"Пакет крафт ""Гуляй, шальная императрица"", 18 х 8 х 25 см"
10454439,"Пакет подарочный ""Разноцветные розы"", 50 х 40 х 25 см"
9232640,"Пакет подарочный ""Птичье молоко"" , 32 х 26 х 12 см"
9232641,"Пакет подарочный ""Парочка ежей"" , 32 х 26 х 12 см"
9232642,"Пакет подарочный ""Спокойствие"" , 32 х 26 х 12 см"
10074185,"Пакет подарочный ламинированный, упаковка, «Чёрный», 40 х 49 х 15 см"
7360947,"Пакет подарочный ламинированный, упаковка, «Present for you», 15 х 23 х 11,5 см"
7360950,"Пакет подарочный ламинированный с тиснением, упаковка, «For you», 27 х 23 х 12 см"
4320123,"Пакет квадратный «Волшебного праздника», 22 х22 х11 см"
6961763,"Пакет с жёстким дном «Сказочного Нового года», 12 × 12 × 8 см"
9020893,"Пакет подарочный, 13 х 23 см"
1152307,"Пакет ""Гейши"", мягкий пластик, 3D, 30 х 9 х 40 см, 140 мкм"
9020899,"Пакет подарочный, 13 х 23 см"
9232647,"Пакет подарочный ""Зайчик с подарком"" , 18 х 22,3 х 10 см"
9020901,"Пакет подарочный, 13 х 23 см"
4138477,"Пакет ламинированный МИКС «Ярких эмоций!», S 11 × 14 × 5.5 см"
9232643,"Пакет подарочный ""Рождество"" , 32 х 26 х 12 см"
4138478,"Пакет ламинированный МИКС «Улыбнись», S 11 × 14 × 5.5 см"
7154092,"Пакет крафт ""С новым годом!"", 18 х 8 х 25 см"
1258418,"Пакет крафт ""Париж"", 15 х 6 х 20 см"
9038713,"Пакет крафт ""Счастливые кролики"" 22 х 12 х 27 см"
9038717,"Пакет крафт ""Кролик на ветке"" 22 х 12 х 27 см"
9232646,"Пакет подарочный ""Заяц беляк"", 11,5 х 14,5 х 6,5 см"
3908623,Пакет МИКС S «Успеха и процветания»
1258417,"Пакет крафт ""Лондон"", 15 х 20 х 6 см"
3908627,"Пакет ламинированный МИКС «Ярких эмоций», S 12 × 15 × 5.5 см"
9232644,"Пакет подарочный ""Пожелание"" , 32 х 26 х 12 см"
1258407,"Пакет крафт ""Ажурные круги"", 15 х 6 х 20 см"
4138479,"Пакет ламинированный МИКС «Сладкая парочка», S 11 × 14 × 5.5 см"
3908625,"Пакет ламинированный МИКС «Цветочная симфония», MS 18 × 23 × 8 см"
3908626,"Пакет ламинированный МИКС «Лучшему», MS 18 × 23 × 8 см"
4138483,"Пакет ламинированный МИКС «Лучшему мужчине», MS 18 × 23 × 8 см"
1258415,"Пакет крафт ""Цветы"", 15 х 20 х 6 см"
4138500,"Пакет ламинированный МИКС «Нежность», MS 18 × 23 × 8 см"
4138482,"Пакет ламинированный МИКС «Чудес», MS 18 × 23 × 8 см"
3908622,"Пакет ламинированный МИКС «Сладости», ML 23 × 27 × 8 см"
7915982,"Пакет под торт, черный, 20 х 20 х 20 см"
4704179,"Пакет ламинированный ""BABY"" 6x32x12"
3908624,"Пакет ламинированный МИКС «Приятные мелочи», MS 18 × 23 × 8 см"
3681335,"Пакет вертикальный «Герб России», 25 × 32 × 12 см"
3681338,"Пакет подарочный вертикальный, упаковка, «Могучая страна», 25 х 32 х 12 см"
3681339,"Пакет вертикальный «Наша страна ‒ наша гордость», 25 × 32 × 12 см"
3681341,"Пакет подарочный вертикальный, упаковка, «Герб Российской Федерации», 25 х 32 х 12 см"
7348001,"Коробка-пакет с ручкой, крафт, 27 х 16 х 9 см"
1258426,"Пакет крафт «Клетка», 19 х 24 х 8 см"
1258424,"Пакет крафт ""Ажурные круги"", 19 х 8 х 24 см"
1258423,"Пакет крафт «Лондон», 19 х 8 х 25 см"
1258431,"Пакет крафт «Лондон» , 19 х 24 х 8 см"
1258430,"Пакет крафт «Париж», 19 х 8 х 25 см"
9232676,"Пакет подарочный ""Зайчики и снеговик"" , 18 х 22,3 х 10 см"
676195,пакет полиэтиленовый с вырубной ручкой Жемчуг 30*20см 30мкм
676208,Пакет Цветочное настроение полиэтиленовый с вырубной ручкой 42х38 см 37 мкм
9232675,"Пакет подарочный ""Зайка в шапке"" , 18 х 22,3 х 10 см"
9719882,"Новый год. Пакет подарочный, 50х70х19 см, упаковка, Микки Маус"
10500667,"Пакет бумажный подарочный новогодний крафт ""Merry Cristmas"", 27 х 21 х 11 см. Новый год"
1258927,"Пакет подарочный ""Большое сердце"", 26.4 х 36 х 11.5 см, Me to you"
5005869,"Пакет крафт черный, белая ручка22 х 13 х 32 см"
9228431,"Пакет подарочный ""Снегири"" 25 х 40 см,  цветной металлизированный рисунок"
1258435,"Пакет крафт ""Узор"", 19 х 24 х 8 см"
1258432,"Пакет крафт «Париж», 19 х 8 х 25 см"
1260749,"Пакет ""Золотой янтарь"", полиэтиленовый с пластиковой ручкой, 35 х 36 см, 85 мкм"
7705492,"Пакет подарочный новогодний с лентой «Спешу к тебе», 13 х 23 х 7 см, Новый год"
1258433,"Пакет крафт «Лондон» , 19 х 8 х 25 см"
9232653,"Пакет подарочный ""Зайчишка"" , 18 х 22,3 х 10 см"
4753259,"Пакет подарочный с лентой Present, 13 × 23 × 7 см"
4753259,"Пакет подарочный с лентой Present, 13 × 23 × 7 см"
9232655,"Пакет подарочный ""Влюблённые зайчики"" , 18 х 22,3 х 10 см"
4753260,"Пакет подарочный с лентой, упаковка, «Шарики», 13 х 23 х 7 см"
4753260,"Пакет подарочный с лентой, упаковка, «Шарики», 13 х 23 х 7 см"
9232657,"Пакет подарочный ""Зайчик украшает ёлку"" , 18 х 22,3 х 10 см"
4753250,"Пакет подарочный с лентой, упаковка, «Dreams come true», 13 х 19 х 9 см"
4753250,"Пакет подарочный с лентой, упаковка, «Dreams come true», 13 х 19 х 9 см"
4753263,"Пакет подарочный с лентой, упаковка, «With big love», 13 х 23 х 7 см"
4753263,"Пакет подарочный с лентой, упаковка, «With big love», 13 х 23 х 7 см"
1260757,"Пакет ""Два сердца"", мягкий пластик, 30 х 9 х 30 см, 137 мкм"
10224098,"Пакет подарочный ""Девочка аниме"", 18 х 22,3 х 10 см"
9489597,"Пакет ""Сердце Гортензии"", полиэтиленовый с вырубной ручкой, 40х31 см, 60 мкм"
9608106,"Пакет подарочный, крафт, с окном, 25 х 25 х 25 см"
2634300,"Пакет подарочный ламинированный вертикальный, упаковка, «Розовые мечты», L 31 х 40 х 9 см"
1260744,"Пакет ""Золотая полоса эконом"", полиэтиленовый с петлевой ручкой, 42 х 38 см, 38 мкм"
1260746,"Пакет ""Перфекто Шоколад"", полиэтиленовый с вырубной ручкой, 37х30 см, 90 мкм"
10331365,"Пакет подарочный ""Синие и белые цветы"",  18 х 22,3 х 10 см"
1260745,"Пакет ""Африка"", полиэтиленовый с вырубной ручкой, 45 х 38 см, 60 мкм"
10454358,"Пакет подарочный PP, 25 х 15 х 35 см"
9232660,"Пакет подарочный ""Зайчик Дед Мороз"" , 26 х 32 х 12 см"
1260743,"Пакет ""Ретро-часы"", полиэтиленовый с петлевой ручкой, 44 х 40 см, 40 мкм"
1260742,"Пакет ""Праздник в лесу"", полиэтиленовый с вырубной ручкой, 40 х 31 см, 55 мкм"
9232662,"Пакет подарочный ""Зайчик лыжник"" , 26 х 32 х 12 см"
1260747,"Пакет полиэтиленовый с петлевой ручкой, ""Перфекто Сильвер"", 40х30 см, 95 мкм"
9232663,"Пакет подарочный ""Зайчик с ёлкой"" , 26 х 32 х 12 см"
7304207,"Пакет подарочный ламинированный, упаковка, «Чёрный», L 31 х 40 х 11.5 см"
5307560,"Пакет подарочный голографический, упаковка, Let your light shine, 18 х 23 х 10 см"
6582695,"Пакет подарочный ламинированный, упаковка, «With Love», L 28 х 38 х 9 см"
6582612,"Пакет подарочный ламинированный, упаковка, With love, L 28 х 38 х 9 см"
10398545,"Пакет подарочный ""Игрушки на ёлку"", 12 х 36 х 8,5 см. Новый год"
9592358,"Пакет подарочный ""Черная абстракция"", 18 х 22,3 х 10 см"
10101108,"Пакет ""Игрушки"", мягкий пластик, 30х30 120 мкм. Новый год"
9232668,"Пакет подарочный ""Зайчонок в снегу"" , 26 х 32 х 12 см"
9232664,"Пакет подарочный ""Зайка снегурочка"" , 26 х 32 х 12 см"
2635701,"Пакет ""Зимнее настроение"", мягкий пластик, 30 х 30 см, 140 мкм"
10321707,"Пакет ламинированный горизонтальный «Мама», 40 х 31 х 11,5 см"
10320484,"Пакет ламинированный горизонтальный ""Изумрудный"", XL 49 × 40 × 19 см"
10320489,"Пакет ламинированный вертикальный ""Синий"", XL 40 × 49 × 19 см"
10544164,"Пакет подарочный ""Куранты"", 33 х 42,5 х 10 см. Новый год"
10544162,"Пакет подарочный ""Змейки с подарками"", 33 х 42,5 х 10 см. Новый год"
10544155,"Пакет подарочный ""Со снегурочкой"", 33 х 42,5 х 10 см. Новый год"
10544154,"Пакет подарочный ""Дед мороз у ёлки"", 33 х 42,5 х 10 см. Новый год"
10544149,"Пакет подарочный ""Счастливого Нового года"", 33 х 42,5 х 10 см. Новый год"
4733827,"Пакет подарочный ламинированный вертикальный, упаковка, «Кружка пенного», M 26 х 30 х 9 см"
10462625,"Пакет подарочный, ламинированный, ""Подарки под ёлкой"",18 х 23 х 10 см. Новый год"
10462633,"Пакет подарочный, ламинированный, ""Снеговик"",31 х 40 х 11,5 см. Новый год"
9706091,"Пакет ламинированный вертикальный ""Волшебного Нового Года!"",33 х 42 х 10 см. Новый год"
9706090,"Пакет ламинированный вертикальный ""Письма"",33 х 42 х 10 см. Новый год"
10071901,"Пакет подарочный ламинированный, упаковка, «Лучшему мужчине», S, 15 х 12 х 5.5 см"
10071907,"Пакет подарочный ламинированный, упаковка, «Успех», ML, 25 х 21 х 8 см"
10084301,"Пакет подарочный ламинированный, упаковка, «Ты чудо», 40 х 49 х 15 см"
9706089,"Пакет ламинированный вертикальный ""Белочка"",33 х 42 х 10 см. Новый год"
9232669,"Пакет подарочный ""Зайчик украшает ёлку"" , 26 х 32 х 12 см"
817729,Пакет ламинированный НГ L с блестками 3 мишки у елки
9232670,"Пакет подарочный ""Зайчик с подарком другу"" , 26 х 32 х 12 см"
1161364,"Пакет подарочный ""Самолеты"" 18х21 см, Disney Planes"
1161369,"Пакет подарочный ""Самолеты"" 28х34 см, Disney Planes"
1161371,"Пакет подарочный мини ""Принцессы"" 20х28 см набор 6шт, Disney Princess"
10330066,"Пакет ламинированный «Flowers», M 26 × 32 × 10 см"
10330071,"Пакет ламинированный «Бабочки»,  30 × 41,5 × 12 см"
9340062,"Пакет ""Вечеринка зверят"", полиэтиленовый с вырубной ручкой, 20х30 см, 30 мкм, набор 20 шт"
1148959,"Пакет подарочный ламинированный вертикальный, упаковка, «Лучшему!», MS 18 х 23 х 8 см"
772756,"Сумка подарочная ""Крутая собачка""  20 х 24 см"
4733830,"Пакет подарочный ламинированный вертикальный, упаковка, «Чемпиону», ML 23 х 27 х 11,5 см"
3680639,"Пакет подарочный ламинированный вертикальный, упаковка, «Это всё тебе», ML 23 х 27 х 11.5 см"
5053587,"Пакет—коробка «Покоряй вершины», 23 × 18 × 11 см"
7669436,"Пакет ""Сиреневые тюльпаны"", полиэтиленовый, с вырубной ручкой, 38 х 45 см, 60 мкм"
4733831,"Пакет подарочный ламинированный вертикальный, упаковка, «Лучшему на свете», S 12 х 15 х 5.5 см"
9489601,"Пакет ""Нежные герберы"", полиэтиленовый с вырубной ручкой, 38х45 см, 60 мкм"
4580719,"Пакет подарочный ламинированный горизонтальный, упаковка, «Best man», S 15 х 12 х 5,5 см"
4733826,"Пакет подарочный ламинированный вертикальный, упаковка, «Кружка пенного», ML 23 х 27 х 11,5 см"
4674569,"Пакет ламинированный ""Фиалки"" 26x32x12"
4674602,"Пакет ламинированный, 26 x 32 x 12 см"
4733791,"Пакет подарочный ламинированный горизонтальный, упаковка, Hobby, MS 23 х 18 х 10 см"
6582723,"Пакет подарочный ламинированный, упаковка, «Джентльмен», L 28 х 38 х 9 см"
6582757,"Пакет подарочный ламинированный, упаковка, «Best of the best», ML 21 х 25 х 8 см"
10371012,"Пакет ""Полли"", полиэтиленовый с вырубной ручкой, 29х38 см, 30 мкм"
9911083,"Пакет подарочный ""Новогодняя ёлка"" 26 х 32 х 12 см. Новый год"
10439771,"Пакет бумажный подарочный новогодний крафт ""Дед Мороз со Снеговиком"" 120г/м 15 х 8 х 21 см. Новый год"
7569784,"Пакет подарочный ламинированный, упаковка, «Гора», радужная голография, MS 18 х 23 х 10 см"
7724206,"Пакет подарочный ""Дорога в лесу"", 26 х 32 х 12 см"
9232510,"Пакет подарочный ""Игрушки на ёлку"", 26 х 32 х 12 см. Новый год"
3557166,"Пакет без ручек «Пусть всегда в сердце будет место для сказки», 10 × 19.5 × 7 см"
9232484,"Пакет подарочный ""Празник в снегопад"", 26 х 32 х 12 см. Новый год"
1260756,"Пакет ""Кофейное ассорти "", мягкий пластик, 30 х 9 х 30 см, 137 мкм"
9618245,"Пакет БОПП с липкой лентой, ""Снежинки"", 10 х 10+3см"
9442059,"Пакет подарочный ламинированный квадратный, упаковка, «Счастье внутри», 14 х 14 х 9 см"
4865478,"Пакет подарочный новогодний крафтовый горизонтальный «Ёлочки», MS 23 х 18 х 10 см, Новый год"
9232680,"Пакет подарочный ""Зайчик с пожеланиями"" , 26 х 32 х 12 см"
10523292,"Пакет крафт, голубой в белый горошек, 21 х 15 х 8 см"
10523337,"Пакет крафт, бежевый, ""Поле цветов"" 21 х 15 х 8 см"
9524108,"Пакет подарочный новогодний крафтовый «Тепла и уюта», 22 х 25 х 12 см, Новый год"
817735,Пакет ламинированный НГ (набор 4шт) S/MS/ML/L с блестками снегирь с дедом морозом
3557159,"Пакет без ручек «Только для тебя», 10 × 19,5 × 7 см"
3557160,"Пакет без ручек «Самый сладкий подарок», 10 × 19,5 × 7 см"
3557161,"Пакет без ручек «Вкусняшки», 10 × 19,5 × 7 см"
3557162,"Пакет без ручек «Сюрприз», 10 × 19,5 × 7 см"
3557163,"Пакет без ручек «Зимнее чудо», 10 × 19,5 × 7 см"
9911077,"Пакет подарочный ""Новогодняя машина"" 18 х 22,3 х 10 см"
817736,Пакет ламинированный НГ (набор 4 шт) S/MS/ML/L с блестками елечные шары с подарком
817737,Пакет ламинированный НГ (набор 4 шт) S/MS/ML/L с блестками бЁлочка на ветке
9686441,"Пакет подарочный с завязками, ""Пряничный человек"", 24х32 см. Новый год"
3557164,"Пакет без ручек «Для тебя», 10 × 19,5 × 7 см"
3557165,"Пакет без ручек «Радости — сладости», 10 × 19,5 × 7 см"
6765841,"Пакет подарочный новогодний ламинированный «Снежинки», ML 21 х 25 х 8 см , Новый год"
5193307,"Пакет ""Спелая зима"", полиэтиленовый с вырубной ручкой, 40х47 см. Новый год"
714318,"Сумка ""Маша и Медведь"""
714319,Сумка 0493.601кп
7063819,"Пакет ""Звуки праздника"", полиэтиленовый с вырубной ручкой, 20х30 см. Новый год"
9232535,"Пакет подарочный ""Новогодние подарки"", 33 х 42,5 х 10 см. Новый год"
